% Number of cells is: 
27440
% ID  |	 X_c	  |	 Y_c	  |	 Z_c	 |	 radius	 |	 ex.x	 |	 ex.y	 |	 ex.z	 |	 theta.x |	 theta.y |	 theta.z |	 cell volume 
0 	 0 	 0 	 0 	 8.88464e-06 	 0.951152 	 1.19961 	 1.01517 	 2.68295 	 2.18036 	 0.963953 	 3.40281e-15
1 	 -6.47372e-05 	 0.000112128 	 0.000178206 	 4.67116e-06 	 1.16717 	 0.920424 	 1.07169 	 0.0912192 	 0.0634342 	 1.14334 	 4.91532e-16
2 	 -5.23735e-05 	 -9.07136e-05 	 3.40344e-05 	 7.6778e-06 	 0.914774 	 1.058 	 0.93921 	 0.302405 	 0.914714 	 2.99667 	 1.72331e-15
3 	 0.000240723 	 0.00020199 	 -0.000102103 	 5.96925e-06 	 1.16105 	 1.10082 	 0.904112 	 1.8727 	 1.3225 	 2.22678 	 1.02952e-15
4 	 -3.04165e-05 	 1.10707e-05 	 -4.45516e-05 	 8.05676e-06 	 0.989326 	 1.13223 	 0.996093 	 2.67411 	 2.60628 	 0.0884696 	 2.44424e-15
5 	 5.99255e-06 	 -3.39854e-05 	 0.000273173 	 8.23123e-06 	 1.00945 	 0.933999 	 1.12683 	 1.38718 	 1.99823 	 1.55914 	 2.48184e-15
6 	 1.96381e-05 	 0.000111373 	 0.00012043 	 6.82353e-06 	 1.0625 	 1.14409 	 0.833422 	 2.96309 	 1.58724 	 1.35585 	 1.34825e-15
7 	 -0.000355818 	 -0.000129507 	 7.2232e-05 	 4.23664e-06 	 1.11856 	 0.95418 	 0.947059 	 2.19602 	 0.431942 	 1.97269 	 3.21974e-16
8 	 1.90851e-05 	 -1.60143e-05 	 -1.17236e-05 	 5.77068e-06 	 1.02338 	 0.934693 	 1.1885 	 0.0998096 	 0.52563 	 1.44976 	 9.15112e-16
9 	 0.000116165 	 2.75316e-05 	 -0.000217157 	 9.2978e-06 	 1.19877 	 0.995853 	 1.03527 	 1.63537 	 2.59065 	 1.27309 	 4.16114e-15
10 	 -2.34953e-05 	 2.49035e-05 	 0.000133347 	 9.77265e-06 	 0.984274 	 1.16061 	 0.973079 	 0.36736 	 2.39311 	 1.62185 	 4.34586e-15
11 	 -7.91011e-05 	 -0.000264216 	 0.000228164 	 4.3607e-06 	 0.906794 	 1.17913 	 0.839823 	 0.199123 	 1.04704 	 1.46777 	 3.11901e-16
12 	 4.92298e-05 	 6.61271e-05 	 5.18669e-06 	 8.57439e-06 	 0.98831 	 0.838054 	 0.823005 	 0.0918302 	 1.35675 	 0.0903237 	 1.79997e-15
13 	 -0.000253999 	 2.96883e-05 	 -0.00016229 	 4.36601e-06 	 1.03967 	 0.996089 	 1.17759 	 1.8727 	 3.07831 	 1.67176 	 4.25137e-16
14 	 2.81029e-05 	 -6.51498e-05 	 -0.000179206 	 4.69993e-06 	 1.12179 	 1.17495 	 0.831505 	 0.833057 	 2.63548 	 1.6068 	 4.76605e-16
15 	 -8.84041e-06 	 0.000151784 	 0.000384012 	 6.29263e-06 	 1.04026 	 0.811084 	 0.976889 	 2.72576 	 3.06476 	 1.70205 	 8.60276e-16
16 	 0.000208735 	 -0.000104831 	 -1.46956e-05 	 9.58611e-06 	 0.923531 	 0.803594 	 1.07737 	 2.44919 	 0.327097 	 2.35911 	 2.95031e-15
17 	 8.53153e-05 	 4.28469e-05 	 -7.89798e-05 	 8.85299e-06 	 1.01439 	 1.11187 	 1.14793 	 0.424631 	 0.847921 	 2.55663 	 3.76302e-15
18 	 -7.15128e-05 	 4.70347e-05 	 -0.000333367 	 8.38758e-06 	 0.899903 	 0.938375 	 1.13917 	 0.170405 	 0.890055 	 2.91125 	 2.3777e-15
19 	 -1.9282e-06 	 -3.31059e-05 	 6.03214e-05 	 5.91647e-06 	 0.848885 	 0.975255 	 1.08061 	 2.27094 	 1.46351 	 0.451566 	 7.7609e-16
20 	 0.000103613 	 0.000240201 	 0.000123097 	 7.543e-06 	 0.976557 	 1.07421 	 1.00861 	 2.35688 	 2.18184 	 0.675238 	 1.90208e-15
21 	 -0.000174615 	 -2.04095e-05 	 -3.35363e-05 	 7.17893e-06 	 1.11945 	 1.18635 	 0.935461 	 1.05119 	 2.34219 	 0.654981 	 1.92534e-15
22 	 0.000163206 	 -0.000219224 	 -0.00029104 	 6.81861e-06 	 0.806178 	 0.808915 	 0.880412 	 0.833153 	 1.15681 	 0.153775 	 7.62422e-16
23 	 -1.48462e-06 	 4.95899e-06 	 -4.09759e-05 	 5.91666e-06 	 1.06062 	 1.19025 	 1.05554 	 2.43081 	 1.29988 	 1.06931 	 1.15608e-15
